East_m,North_m,Depth_m
568079.685,4470635.287,2.026
568080.209,4470635.062,2.03
568080.788,4470634.835,2.059
568081.383,4470634.597,2.018
568082.027,4470634.351,2.122
568082.69,4470634.035,2.166
568083.285,4470633.786,2.174
568083.962,4470633.498,2.146
568084.659,4470633.11,2.184
568085.309,4470632.84,2.137
568085.967,4470632.594,2.218
568086.612,4470632.379,2.246
568087.329,4470632.197,2.22
568088.08,4470632.072,2.201
568088.841,4470631.908,2.253
568089.597,4470631.799,2.306
568090.405,4470631.73,2.3
568091.26,4470631.618,2.336
568092.151,4470631.496,2.402
568093.022,4470631.369,2.411
568093.914,4470631.243,2.421
568094.818,4470631.084,2.412
568095.717,4470630.923,2.411
568096.677,4470630.748,2.402
568097.656,4470630.575,2.378
568098.588,4470630.39,2.394
568099.452,4470630.165,2.369
568100.292,4470629.847,2.392
568101.113,4470629.471,2.424
568101.897,4470629.078,2.466
568102.665,4470628.656,2.468
568103.422,4470628.262,2.434
568104.201,4470627.832,2.42
568104.996,4470627.407,2.395
568105.712,4470627.025,2.342
568106.389,4470626.655,2.31
568107.014,4470626.317,2.266
568107.587,4470625.965,2.257
568108.154,4470625.637,2.25
568108.735,4470625.326,2.247
568109.332,4470625.004,2.21
568109.966,4470624.724,2.22
568110.569,4470624.451,2.204
568111.21,4470624.179,2.25
568111.845,4470623.924,2.236
568112.465,4470623.686,2.23
568113.042,4470623.487,2.23
568113.595,4470623.307,2.234
568114.106,4470623.126,2.2
568114.614,4470622.97,2.233
568115.233,4470622.754,2.25
568115.92,4470622.582,2.231
568116.69,4470622.386,2.132
568117.546,4470622.175,2.21
568118.429,4470621.953,2.197
568119.32,4470621.734,2.218
568120.232,4470621.535,2.211
568121.132,4470621.289,2.211
568121.981,4470621.024,2.205
568122.807,4470620.722,2.205
568123.603,4470620.398,2.214
568124.339,4470620.122,2.197
568125.047,4470619.834,2.092
568125.787,4470619.541,2.051
568126.54,4470619.275,1.941
568127.224,4470619.095,1.933
568127.88,4470619.001,1.831
568128.587,4470618.971,1.706
568129.329,4470618.917,1.584
568130.087,4470618.912,1.492
568130.819,4470618.98,1.383
568131.511,4470619.081,1.276
568132.179,4470619.237,1.235
568132.815,4470619.506,1.281
568133.356,4470619.778,1.227
568133.831,4470620.012,1.165
568134.135,4470620.244,1.132
568134.288,4470620.462,1.141
568134.321,4470620.656,1.151
568134.241,4470620.893,1.132
568134.064,4470621.117,1.118
568133.78,4470621.306,1.201
568133.393,4470621.518,1.247
568132.907,4470621.719,1.395
568132.323,4470621.895,1.472
568131.664,4470622.041,1.539
568130.968,4470622.185,1.63
568130.27,4470622.343,1.75
568129.577,4470622.476,1.87
568128.869,4470622.679,1.979
568128.173,4470622.892,2.082
568127.532,4470623.155,2.03
568126.894,4470623.514,2.048
568126.288,4470623.939,2.176
568125.595,4470624.383,2.161
568124.852,4470624.798,2.181
568124.026,4470625.117,2.188
568123.096,4470625.338,2.22
568122.089,4470625.496,2.211
568121.066,4470625.646,2.186
568120.004,4470625.702,2.201
568118.881,4470625.73,2.205
568117.691,4470625.701,2.195
568116.515,4470625.671,2.246
568115.359,4470625.668,2.256
568114.219,4470625.674,2.227
568113.104,4470625.75,2.236
568111.922,4470625.795,2.259
568110.694,4470625.818,2.239
568109.506,4470625.861,2.257
568108.358,4470625.894,2.26
568107.184,4470625.909,2.296
568106.013,4470625.914,2.299
568104.809,4470625.912,2.336
568103.591,4470625.904,2.385
568102.375,4470625.87,2.388
568101.119,4470625.825,2.417
568099.875,4470625.777,2.399
568098.614,4470625.727,2.401
568097.36,4470625.683,2.44
568096.177,4470625.673,2.415
568094.989,4470625.654,2.391
568093.744,4470625.633,2.402
568092.582,4470625.641,2.362
568091.454,4470625.668,2.33
568090.315,4470625.683,2.309
568089.218,4470625.743,2.303
568088.146,4470625.847,2.283
568087.154,4470626.048,2.247
568086.183,4470626.327,2.169
568085.249,4470626.669,2.184
568084.31,4470627.009,2.166
568083.266,4470627.34,2.191
568082.199,4470627.626,2.156
568081.095,4470627.873,2.123
568079.995,4470628.166,2.12
568078.85,4470628.463,2.056
568077.633,4470628.757,2.064
568076.47,4470629.104,2.035
568075.293,4470629.437,1.979
568074.122,4470629.756,1.951
568073.013,4470630.098,1.885
568071.906,4470630.481,1.868
568070.724,4470630.868,1.811
568069.508,4470631.212,1.791
568068.324,4470631.568,1.801
568067.147,4470631.88,1.745
568065.946,4470632.18,1.773
568064.777,4470632.47,1.734
568063.618,4470632.777,1.73
568062.437,4470633.109,1.704
568061.327,4470633.474,1.689
568060.191,4470633.859,1.653
568059.051,4470634.212,1.66
568057.905,4470634.531,1.6
568056.798,4470634.813,1.597
568055.65,4470635.021,1.556
568054.459,4470635.157,1.528
568053.284,4470635.23,1.482
568052.131,4470635.279,1.477
568051.013,4470635.356,1.482
568049.856,4470635.393,1.446
568048.656,4470635.414,1.444
568047.541,4470635.492,1.433
568046.453,4470635.582,1.393
568045.403,4470635.703,1.39
568044.413,4470635.857,1.398
568043.478,4470636.055,1.439
568042.597,4470636.279,1.401
568041.713,4470636.505,1.385
568040.837,4470636.723,1.431
568039.96,4470636.985,1.459
568039.11,4470637.241,1.464
568038.278,4470637.51,1.546
568037.44,4470637.814,1.515
568036.628,4470638.14,1.536
568035.902,4470638.509,1.587
568035.138,4470638.896,1.592
568034.452,4470639.316,1.625
568033.812,4470639.792,1.664
568033.072,4470640.257,1.709
568032.344,4470640.748,1.747
568031.722,4470641.286,1.806
568031.048,4470641.807,1.906
568030.398,4470642.328,1.949
568029.618,4470642.834,2.051
568028.848,4470643.32,2.122
568028.127,4470643.818,2.226
568027.433,4470644.302,2.254
568026.769,4470644.705,2.295
568026.176,4470645.089,2.306
568025.736,4470645.484,2.366
567966.974,4470519.511,1.35
567966.765,4470519.411,1.345
567966.55,4470519.369,1.368
567966.376,4470519.325,1.37
567966.291,4470519.297,1.365
567966.213,4470519.302,1.37
567966.166,4470519.315,1.37
567966.152,4470519.343,1.365
567966.205,4470519.394,1.375
567966.309,4470519.434,1.367
567966.398,4470519.498,1.353
567966.473,4470519.591,1.363
567966.555,4470519.675,1.36
567966.612,4470519.748,1.365
567966.669,4470519.786,1.373
567966.721,4470519.82,1.362
567966.799,4470519.843,1.348
567966.931,4470519.858,1.345
567967.119,4470519.896,1.355
567967.352,4470519.95,1.34
567967.58,4470520.023,1.317
567967.841,4470520.039,1.293
567968.098,4470520.054,1.294
567968.358,4470520.044,1.304
567968.629,4470520.022,1.278
567968.889,4470520.005,1.304
567969.152,4470519.974,1.238
567969.458,4470519.981,1.251
567969.815,4470519.999,1.263
567970.202,4470520.072,1.297
567970.622,4470520.189,1.301
567971.079,4470520.321,1.309
567971.586,4470520.411,1.312
567972.132,4470520.516,1.307
567972.665,4470520.653,1.327
567973.239,4470520.764,1.414
567973.886,4470520.814,1.452
567974.525,4470520.874,1.437
567975.147,4470520.923,1.516
567975.757,4470520.967,1.526
567976.343,4470520.996,1.577
567976.859,4470520.941,1.631
567977.34,4470520.794,1.712
567977.734,4470520.626,1.72
567978.118,4470520.379,1.715
567978.477,4470520.086,1.766
567978.805,4470519.818,1.804
567979.103,4470519.578,1.801
567979.417,4470519.379,1.824
567979.833,4470519.149,1.847
567980.326,4470518.86,1.839
567980.892,4470518.556,1.863
567981.445,4470518.287,1.909
567981.996,4470518.024,1.921
567982.606,4470517.712,1.913
567983.205,4470517.42,1.918
567983.812,4470517.113,1.881
567984.402,4470516.799,1.868
567984.972,4470516.459,1.881
567985.533,4470516.091,1.916
567986.098,4470515.706,1.932
567986.692,4470515.351,1.909
567987.294,4470514.978,1.909
567987.933,4470514.572,1.957
567988.581,4470514.163,1.947
567989.168,4470513.779,1.945
567989.716,4470513.358,1.929
567990.262,4470512.934,1.954
567990.804,4470512.526,1.927
567991.344,4470512.122,1.954
567991.928,4470511.716,1.899
567992.497,4470511.334,1.896
567993.084,4470510.93,1.919
567993.678,4470510.522,1.921
567994.249,4470510.124,1.881
567994.775,4470509.756,1.939
567995.217,4470509.42,1.893
567995.677,4470509.067,1.883
567996.146,4470508.679,1.876
567996.586,4470508.325,1.886
567997.014,4470508.005,1.894
567997.428,4470507.671,1.888
567997.893,4470507.309,1.913
567998.356,4470506.949,1.881
567998.8,4470506.644,1.893
567999.253,4470506.323,1.934
567999.705,4470506.02,1.921
568000.156,4470505.707,1.926
568000.634,4470505.356,1.924
568001.035,4470505.028,1.894
568001.424,4470504.729,1.865
568001.847,4470504.402,1.834
568002.294,4470504.071,1.84
568002.718,4470503.776,1.835
568003.171,4470503.502,1.848
568003.653,4470503.206,1.873
568004.184,4470502.979,1.824
568004.737,4470502.878,1.835
568005.251,4470502.82,1.832
568005.691,4470502.793,1.86
568006.154,4470502.758,1.839
568006.699,4470502.703,1.852
568007.291,4470502.614,1.834
568007.959,4470502.541,1.827
568008.59,4470502.514,1.82
568009.168,4470502.54,1.814
568009.692,4470502.586,1.84
568010.173,4470502.622,1.735
568010.633,4470502.642,1.812
568011.054,4470502.709,1.819
568011.516,4470502.777,1.837
568012.036,4470502.845,1.85
568012.499,4470502.957,1.852
568012.929,4470503.059,1.835
568013.279,4470503.193,1.845
568013.605,4470503.282,1.82
568013.967,4470503.361,1.835
568014.36,4470503.384,1.812
568014.733,4470503.353,1.804
568015.158,4470503.249,1.784
568015.606,4470503.113,1.766
568016.123,4470502.908,1.774
568016.592,4470502.715,1.753
568017.051,4470502.451,1.758
568017.448,4470502.159,1.784
568017.791,4470501.856,1.778
568018.046,4470501.514,1.794
568018.29,4470501.11,1.784
568018.517,4470500.694,1.799
568018.793,4470500.293,1.811
568019.137,4470499.89,1.817
568019.577,4470499.473,1.768
568020.148,4470499.039,1.728
568020.782,4470498.601,1.771
568021.445,4470498.2,1.738
568022.044,4470497.848,1.727
568022.601,4470497.532,1.748
568023.091,4470497.271,1.722
568023.453,4470497.083,1.756
568023.795,4470496.871,1.73
568024.061,4470496.696,1.715
568024.339,4470496.501,1.671
568024.671,4470496.305,1.674
568024.991,4470496.146,1.712
568025.337,4470495.998,1.722
568025.688,4470495.801,1.707
568026.012,4470495.666,1.702
568026.359,4470495.494,1.71
568026.723,4470495.326,1.689
568027.033,4470495.233,1.669
568027.346,4470495.121,1.709
568027.651,4470495.017,1.714
568027.928,4470494.893,1.686
568028.208,4470494.767,1.702
568028.481,4470494.654,1.71
568028.752,4470494.55,1.679
568029.072,4470494.424,1.607
568029.399,4470494.302,1.623
568029.714,4470494.164,1.628
568030.057,4470493.996,1.638
568030.393,4470493.837,1.62
568030.721,4470493.641,1.643
568031.049,4470493.481,1.661
568031.359,4470493.343,1.631
568031.683,4470493.243,1.595
568031.984,4470493.166,1.62
568032.362,4470493.049,1.608
568032.759,4470492.901,1.595
568033.11,4470492.773,1.59
568033.454,4470492.632,1.582
568033.799,4470492.458,1.6
568034.14,4470492.29,1.564
568034.519,4470492.102,1.6
568034.915,4470491.893,1.648
568035.356,4470491.659,1.636
568035.79,4470491.454,1.597
568036.227,4470491.278,1.597
568036.709,4470491.098,1.549
568037.278,4470490.872,1.585
568037.802,4470490.687,1.605
568038.269,4470490.563,1.549
568038.796,4470490.333,1.567
568039.385,4470490.033,1.621
568039.921,4470489.807,1.623
568040.508,4470489.565,1.635
568041.089,4470489.369,1.638
568041.732,4470489.137,1.631
568042.375,4470488.926,1.602
568042.951,4470488.756,1.61
568043.456,4470488.592,1.612
568043.916,4470488.474,1.587
568044.331,4470488.362,1.549
568044.698,4470488.295,1.569
568045.102,4470488.248,1.561
568045.554,4470488.174,1.592
568045.958,4470488.085,1.597
568046.377,4470487.92,1.562
568046.796,4470487.686,1.574
568047.191,4470487.473,1.498
568047.627,4470487.243,1.442
568048.042,4470487.016,1.536
568048.478,4470486.824,1.544
568048.971,4470486.669,1.544
568049.5,4470486.557,1.503
568050.101,4470486.391,1.488
568050.692,4470486.231,1.431
568051.303,4470486.074,1.419
568051.889,4470485.928,1.411
568052.527,4470485.769,1.35
568053.158,4470485.636,1.299
568053.824,4470485.462,1.325
568054.508,4470485.268,1.261
568055.206,4470485.086,1.218
568055.943,4470484.926,1.238
568056.68,4470484.751,1.225
568057.444,4470484.561,1.22
568058.158,4470484.406,1.225
568058.832,4470484.305,1.197
568059.518,4470484.178,1.21
568060.28,4470484.049,1.215
568061.027,4470483.922,1.179
568061.722,4470483.807,1.16
568062.415,4470483.691,1.107
568063.121,4470483.527,1.095
568063.773,4470483.395,1.025
568064.362,4470483.296,1.095
568064.929,4470483.206,1.121
568065.428,4470483.154,1.094
568065.961,4470483.11,1.066
568066.564,4470483.059,1.066
568067.143,4470482.99,1.044
568067.739,4470482.91,0.992
568068.347,4470482.893,1.038
568068.974,4470482.923,0.964
568069.629,4470482.956,1.032
568070.281,4470483.003,0.968
568070.909,4470483.057,1.029
568071.54,4470483.083,0.996
568072.134,4470483.081,0.959
568072.629,4470483.054,0.95
568073.127,4470483.001,0.933
568073.615,4470482.956,0.956
568074.088,4470482.924,0.972
568074.567,4470482.933,0.944
568074.949,4470482.989,0.947
568075.235,4470483.091,0.912
568075.399,4470483.188,0.928
568075.467,4470483.246,0.941
568075.488,4470483.291,0.94
568075.473,4470483.339,0.942
568075.439,4470483.401,0.955
568075.404,4470483.49,0.941
568075.307,4470483.557,0.927
568075.231,4470483.62,0.965
568075.199,4470483.656,0.964
568075.183,4470483.705,0.959
568075.178,4470483.76,0.958
568075.168,4470483.838,0.959
568075.127,4470483.931,0.959
568075.106,4470484.029,0.909
568075.072,4470484.194,0.903
568075.028,4470484.304,0.932
568074.945,4470484.423,0.959
568074.829,4470484.541,0.953
568074.65,4470484.669,0.95
568074.417,4470484.765,0.953
568074.131,4470484.858,0.937
568073.832,4470484.949,0.974
568073.57,4470485.033,1
568073.275,4470485.149,0.969
568072.95,4470485.237,0.992
568072.665,4470485.339,0.987
568072.424,4470485.461,1
568072.219,4470485.621,0.998
568072.042,4470485.809,0.973
568071.951,4470486.063,0.987
568071.856,4470486.353,0.968
568071.764,4470486.619,0.964
568071.642,4470486.871,0.968
568071.363,4470487.079,0.964
568071.02,4470487.197,0.941
568070.612,4470487.293,0.972
568070.185,4470487.278,1.018
568069.777,4470487.206,0.987
568069.357,4470487.183,1.029
568069.033,4470487.242,0.984
568068.724,4470487.394,0.968
568068.401,4470487.577,1.107
568068.039,4470487.754,1.066
568067.686,4470487.911,1.084
568067.252,4470488.008,1.112
568066.712,4470488.076,1.107
568066.063,4470488.087,1.088
568065.396,4470488.093,1.089
568064.702,4470488.094,1.109
568063.991,4470488.091,1.135
568063.243,4470488.104,1.167
568062.49,4470488.178,1.158
568061.698,4470488.225,1.25
568060.791,4470488.169,1.268
568059.801,4470488.031,1.26
568058.807,4470487.844,1.263
568057.937,4470487.725,1.286
568057.069,4470487.613,1.355
568056.164,4470487.47,1.345
568055.308,4470487.351,1.34
568054.475,4470487.245,1.368
568053.676,4470487.278,1.398
568052.978,4470487.391,1.396
568052.231,4470487.526,1.449
568051.398,4470487.595,1.482
568050.554,4470487.611,1.513
568049.761,4470487.642,1.513
568049.037,4470487.608,1.574
568048.377,4470487.618,1.544
568047.737,4470487.663,1.534
568047.11,4470487.703,1.585
568046.493,4470487.71,1.561
568045.84,4470487.705,1.617
568045.158,4470487.673,1.607
568044.376,4470487.553,1.592
568043.541,4470487.397,1.587
568042.778,4470487.234,1.6
568041.996,4470487.084,1.626
568041.272,4470486.96,1.625
568040.538,4470486.831,1.572
568039.801,4470486.676,1.623
568039.059,4470486.482,1.582
568038.391,4470486.272,1.574
568037.804,4470486.06,1.592
568037.209,4470485.898,1.567
568036.631,4470485.801,1.592
568036.094,4470485.823,1.549
568035.6,4470485.902,1.547
568035.165,4470486.024,1.546
568034.822,4470486.19,1.534
568034.503,4470486.365,1.561
568034.204,4470486.517,1.559
568034.018,4470486.731,1.495
568033.864,4470487.011,1.534
568033.714,4470487.295,1.534
568033.404,4470487.587,1.557
568032.973,4470487.843,1.612
568032.483,4470488.084,1.562
568032.022,4470488.325,1.597
568031.539,4470488.575,1.595
568031.13,4470488.843,1.608
568030.685,4470489.144,1.63
568030.224,4470489.454,1.672
568029.793,4470489.779,1.687
568029.217,4470490.084,1.682
568028.609,4470490.346,1.671
568027.894,4470490.452,1.564
568027.07,4470490.566,1.636
568026.251,4470490.648,1.663
568025.45,4470490.748,1.733
568024.667,4470490.92,1.718
568023.921,4470491.165,1.697
568023.277,4470491.493,1.714
568022.618,4470491.866,1.702
568021.924,4470492.216,1.728
568021.156,4470492.527,1.682
568020.378,4470492.841,1.687
568019.654,4470493.144,1.727
568018.933,4470493.449,1.745
568018.217,4470493.715,1.73
568017.479,4470493.99,1.723
568016.743,4470494.245,1.694
568016.051,4470494.46,1.743
568015.373,4470494.706,1.74
568014.716,4470494.982,1.748
568014.047,4470495.285,1.769
568013.403,4470495.586,1.766
568012.695,4470495.887,1.794
568012.028,4470496.145,1.786
568011.325,4470496.401,1.788
568010.675,4470496.687,1.83
568010.105,4470496.998,1.812
568009.474,4470497.321,1.794
568008.793,4470497.713,1.806
568008.176,4470498.168,1.811
568007.567,4470498.587,1.829
568006.955,4470498.926,1.83
568006.341,4470499.211,1.791
568005.72,4470499.464,1.847
568005.058,4470499.699,1.875
568004.444,4470499.885,1.845
568003.885,4470500.076,1.847
568003.283,4470500.285,1.848
568002.635,4470500.483,1.837
568002.025,4470500.686,1.797
568001.43,4470500.883,1.809
568000.837,4470501.066,1.837
568000.287,4470501.28,1.863
567999.819,4470501.516,1.868
567999.388,4470501.795,1.888
567999.038,4470502.11,1.878
567998.604,4470502.427,1.852
567998.113,4470502.685,1.88
567997.571,4470502.904,1.89
567997.045,4470503.137,1.858
567996.557,4470503.395,1.862
567996.133,4470503.71,1.86
567995.642,4470504.034,1.865
567995.246,4470504.391,1.878
567994.913,4470504.799,1.883
567994.498,4470505.218,1.881
567994.001,4470505.639,1.85
567993.425,4470506.012,1.886
567992.797,4470506.329,1.886
567992.159,4470506.615,1.857
567991.528,4470506.918,1.888
567990.978,4470507.237,1.913
567990.426,4470507.594,1.901
567989.879,4470507.975,1.926
567989.391,4470508.404,1.903
567988.846,4470508.828,1.883
567988.281,4470509.206,1.903
567987.717,4470509.536,1.898
567987.108,4470509.831,1.881
567986.452,4470510.134,1.906
567985.793,4470510.445,1.891
567985.188,4470510.771,1.891
567984.64,4470511.122,1.893
567984.085,4470511.501,1.906
567983.479,4470511.866,1.906
567982.846,4470512.217,1.871
567982.196,4470512.53,1.886
567981.516,4470512.845,1.835
567980.807,4470513.133,1.812
567980.099,4470513.417,1.781
567979.448,4470513.755,1.738
567978.825,4470514.113,1.76
567978.22,4470514.512,1.748
567977.612,4470514.949,1.7
567976.959,4470515.372,1.636
567976.243,4470515.714,1.574
567975.474,4470515.977,1.593
567974.733,4470516.197,1.518
567973.989,4470516.332,1.449
567973.253,4470516.427,1.416
567972.539,4470516.492,1.391
567971.819,4470516.569,1.352
567971.07,4470516.686,1.304
567970.325,4470516.86,1.312
567969.604,4470517.072,1.307
