East_m,North_m,Depth_m
568050.554,4470493.375,1.722
568048.642,4470493.552,1.722
568039.419,4470494.255,1.722
568031.243,4470498.266,1.722
568032.143,4470497.434,1.722
568033.142,4470496.47,1.722
568034.401,4470494.951,1.722
568021.408,4470497.698,1.726
568022.382,4470496.42,1.726
568023.617,4470494.526,1.726
568024.118,4470493.69,1.726
568019.137,4470503.147,1.726
568020.062,4470502.829,1.726
568022.378,4470501.814,1.726
568023.61,4470501.008,1.726
568024.836,4470499.577,1.726
568024.455,4470491.944,1.726
568021.563,4470492.601,1.726
568016.292,4470494.634,1.726
568015.808,4470494.899,1.726
568015.339,4470495.163,1.726
568033.562,4470495.646,1.732
568025.598,4470492.19,1.732
568024.805,4470492.4,1.732
568017.561,4470495.223,1.732
568047.085,4470493.685,1.732
568040.311,4470494.116,1.732
568037.629,4470494.541,1.732
568033.612,4470495.927,1.732
568032.689,4470494.602,1.732
568029.689,4470495.589,1.732
568028.9,4470495.837,1.732
567980.453,4470521.591,1.746
568008.293,4470506.893,1.746
568016.358,4470501.944,1.746
568018.786,4470500.643,1.746
568019.563,4470499.937,1.746
568021.097,4470498.081,1.746
568023.345,4470494.998,1.746
568024.366,4470493.339,1.746
568011.242,4470505.656,1.746
568016.299,4470503.44,1.746
568020.527,4470502.636,1.746
567981.689,4470509.334,1.746
567979.944,4470523.072,1.752
568030.132,4470496.951,1.752
568030.754,4470496.647,1.752
568033.936,4470495.514,1.752
568027.98,4470491.714,1.752
568022.672,4470493.028,1.752
568015.416,4470495.979,1.752
568027.7,4470499.466,1.752
568043.497,4470494.71,1.752
568043.952,4470494.54,1.752
568044.446,4470494.387,1.752
568030.074,4470496.102,1.752
567980.264,4470517.025,1.752
568028.983,4470500.235,1.752
568031.678,4470497.854,1.752
568010.306,4470505.417,1.756
568011.475,4470504.687,1.756
568015.181,4470502.615,1.756
568017.544,4470501.33,1.756
568017.954,4470501.133,1.756
568020.184,4470499.17,1.756
568020.793,4470498.459,1.756
568021.724,4470497.293,1.756
568010.332,4470509.095,1.756
568014.25,4470504.043,1.756
568015.698,4470503.528,1.756
568019.603,4470503,1.756
568023.946,4470500.68,1.756
568010.933,4470497.526,1.756
568010.504,4470497.817,1.756
568003.674,4470500.425,1.756
567982.163,4470509.062,1.756
567981.203,4470509.627,1.756
567980.687,4470509.935,1.756
568018.767,4470504.435,1.762
567980.073,4470514.493,1.762
568019.999,4470503.777,1.762
568026.5,4470496.735,1.762
567981.186,4470514.357,1.762
568008.678,4470506.634,1.776
568009.053,4470506.358,1.776
568010.876,4470505.078,1.776
568014.393,4470503.008,1.776
568018.37,4470500.914,1.776
568010.681,4470506.122,1.776
568010.96,4470505.901,1.776
568011.529,4470505.403,1.776
568016.9,4470503.446,1.776
568017.218,4470503.432,1.776
568013.877,4470495.903,1.776
568012.848,4470496.385,1.776
568012.348,4470496.64,1.776
568003.04,4470500.683,1.776
567980.367,4470522.879,1.782
568020.473,4470502.89,1.782
568030.436,4470496.8,1.782
568024.06,4470492.587,1.782
567980.49,4470522.985,1.782
568022.77,4470501.758,1.782
568026.26,4470499.765,1.782
568035.896,4470494.859,1.782
568030.879,4470495.94,1.782
568027.869,4470501.083,1.782
568030.401,4470499.001,1.782
568030.466,4470495.346,1.782
567980.877,4470521.457,1.786
568011.785,4470504.455,1.786
568012.686,4470503.829,1.786
568016.745,4470501.729,1.786
568019.889,4470499.544,1.786
568020.49,4470498.806,1.786
568010.436,4470506.294,1.786
568025.092,4470499.199,1.786
568014.377,4470495.672,1.786
568011.378,4470497.217,1.786
568010.069,4470498.077,1.786
568009.622,4470498.323,1.786
568008.06,4470498.971,1.786
568007.458,4470499.128,1.786
567997.188,4470503.128,1.786
568017.301,4470505.514,1.792
568019.143,4470504.144,1.792
568019.563,4470503.79,1.792
568021.376,4470501.848,1.792
568043.822,4470491.265,1.792
568016.853,4470495.481,1.792
568016.137,4470495.726,1.792
568014.724,4470496.249,1.792
567980.773,4470514.168,1.792
568020.493,4470503.383,1.792
568020.982,4470502.996,1.792
568022.336,4470502.041,1.792
568023.685,4470501.154,1.792
568037.512,4470497.021,1.792
568047.88,4470493.607,1.792
568036.754,4470494.701,1.792
568020.236,4470498.07,1.792
568019.522,4470498.226,1.792
568018.782,4470498.373,1.792
568025.867,4470502.571,1.792
568029.486,4470499.805,1.792
567981.688,4470521.19,1.806
568007.903,4470507.126,1.806
568010.587,4470505.25,1.806
568013.669,4470503.331,1.806
568015.57,4470502.401,1.806
568017.144,4470501.528,1.806
568011.806,4470505.18,1.806
568012.109,4470504.995,1.806
568015.005,4470503.743,1.806
568015.364,4470503.618,1.806
568015.995,4470503.472,1.806
568016.594,4470503.438,1.806
568011.849,4470496.924,1.806
568008.62,4470498.804,1.806
568004.934,4470499.93,1.806
568002.397,4470500.934,1.806
568001.753,4470501.186,1.806
567998.413,4470502.614,1.806
567982.598,4470508.777,1.806
568018.407,4470504.705,1.812
568020.921,4470502.367,1.812
568025.453,4470498.977,1.812
568032.119,4470496.128,1.812
568014.04,4470496.516,1.812
568008.132,4470499.253,1.812
567981.443,4470513.859,1.812
568017.178,4470498.712,1.812
568016.351,4470498.916,1.812
568005.452,4470510.463,1.812
568016.699,4470506.414,1.812
568017.151,4470506.44,1.812
568021.01,4470505.838,1.812
568023.504,4470504.386,1.812
568023.991,4470504.062,1.812
568025.408,4470502.952,1.812
568026.315,4470502.229,1.812
568026.787,4470501.859,1.812
568018.337,4470500.611,1.812
568009.971,4470504.355,1.812
567981.296,4470521.317,1.816
567982.059,4470521.071,1.816
567988.377,4470519.481,1.816
568007.539,4470507.351,1.816
568009.398,4470506.08,1.816
568009.729,4470505.823,1.816
568012.071,4470504.224,1.816
568012.369,4470504.008,1.816
568013.011,4470503.664,1.816
568013.336,4470503.496,1.816
568014.782,4470502.819,1.816
568015.96,4470502.171,1.816
568009.233,4470511.189,1.816
568010.033,4470510.211,1.816
568010.233,4470509.668,1.816
568010.293,4470507.876,1.816
568010.226,4470506.438,1.816
568012.432,4470504.834,1.816
568013.125,4470504.513,1.816
568013.874,4470504.2,1.816
568014.628,4470503.883,1.816
568009.138,4470498.58,1.816
567994.208,4470504.331,1.816
567983.823,4470508.054,1.816
567980.838,4470522.661,1.822
568020.011,4470503.373,1.822
568021.828,4470501.343,1.822
568022.71,4470500.528,1.822
568023.108,4470500.248,1.822
568008.758,4470498.932,1.822
567983.309,4470512.957,1.822
567982.093,4470513.562,1.822
567981.071,4470522.918,1.822
568017.387,4470505.352,1.822
568021.445,4470502.653,1.822
568029.283,4470496.247,1.822
567981.21,4470511.639,1.822
567981.042,4470516.816,1.822
568023.049,4470504.683,1.822
568024.976,4470503.308,1.822
568029.941,4470499.404,1.822
568017.716,4470500.953,1.822
567979.971,4470515.226,1.822
567979.404,4470515.614,1.822
568001.31,4470501.991,1.836
567998.145,4470502.604,1.836
567983.459,4470520.745,1.836
567983.817,4470520.681,1.836
567987.639,4470519.807,1.836
567997.031,4470514.393,1.836
568014.022,4470503.173,1.836
568013.491,4470504.356,1.836
568006.835,4470499.284,1.836
568006.199,4470499.485,1.836
568004.301,4470500.171,1.836
567999.055,4470502.316,1.836
567997.795,4470502.881,1.836
567996.587,4470503.368,1.836
567995.995,4470503.6,1.836
567987.933,4470506.582,1.836
568018.059,4470504.972,1.842
568011.361,4470497.638,1.842
568003.756,4470501.534,1.842
568012.402,4470508.414,1.842
568016.341,4470505.979,1.842
568024.554,4470500.531,1.842
568025.834,4470499.904,1.842
568004.71,4470510.75,1.842
568017.615,4470506.424,1.842
568011.344,4470504.026,1.842
567983.064,4470513.121,1.842
567980.569,4470514.799,1.842
567998.93,4470502.533,1.846
567993.347,4470503.181,1.846
567992.825,4470503.337,1.846
567982.426,4470520.979,1.846
567982.77,4470520.891,1.846
567983.098,4470520.817,1.846
567984.922,4470520.472,1.846
567986.836,4470520.077,1.846
567998.465,4470513.591,1.846
568005.536,4470508.775,1.846
568006.241,4470508.252,1.846
568006.57,4470508.002,1.846
568006.887,4470507.777,1.846
568007.205,4470507.563,1.846
568009.674,4470510.741,1.846
568010.335,4470508.494,1.846
568010.219,4470507.318,1.846
568010.124,4470506.843,1.846
568010.128,4470506.565,1.846
568012.774,4470504.674,1.846
568001.09,4470501.454,1.846
567999.729,4470502.016,1.846
567993.033,4470504.878,1.846
567992.465,4470505.137,1.846
567990.862,4470505.76,1.846
567988.432,4470506.451,1.846
567984.691,4470507.625,1.846
567983.414,4470508.257,1.846
567983.019,4470508.499,1.846
567993.659,4470526.865,1.85
567981.33,4470522.422,1.852
567981.855,4470522.157,1.852
568017.705,4470505.236,1.852
568022.264,4470500.901,1.852
568023.493,4470500.014,1.852
568026.096,4470498.618,1.852
568013.374,4470496.795,1.852
568004.369,4470501.296,1.852
567997.42,4470504.402,1.852
568023.229,4470501.456,1.852
568023.156,4470497.35,1.852
568017.987,4470498.53,1.852
567982.052,4470511.356,1.852
568024.489,4470503.698,1.852
568010.68,4470504.193,1.852
567996.596,4470502.71,1.866
567994.509,4470502.905,1.866
567986.046,4470520.266,1.866
567988.025,4470519.646,1.866
567995.196,4470515.765,1.866
567996.569,4470514.717,1.866
568001.409,4470511.768,1.866
568001.869,4470511.412,1.866
568005.149,4470509.038,1.866
568005.892,4470508.501,1.866
568010.017,4470505.609,1.866
567998.227,4470518.117,1.866
568000.41,4470501.729,1.866
567991.905,4470505.365,1.866
567990.36,4470505.92,1.866
567989.862,4470506.065,1.866
567989.38,4470506.202,1.866
567988.911,4470506.326,1.866
567987.404,4470506.715,1.866
567985.727,4470507.245,1.866
568008.561,4470505.429,1.872
568025.776,4470498.8,1.872
568027.042,4470498.156,1.872
568018.285,4470494.961,1.872
568010.663,4470497.934,1.872
568009.383,4470498.598,1.872
568007.506,4470499.61,1.872
568006.904,4470500.048,1.872
568003.147,4470501.77,1.872
567995.45,4470505.567,1.872
567981.634,4470522.821,1.872
568014.71,4470506.933,1.872
568016.869,4470505.668,1.872
568021.895,4470502.326,1.872
568005.504,4470502.45,1.872
568006.229,4470510.098,1.872
568007.023,4470509.677,1.872
568007.805,4470509.232,1.872
568012.554,4470506.92,1.872
568018.049,4470506.42,1.872
568021.803,4470505.375,1.872
568017.132,4470501.271,1.872
567997.69,4470506.848,1.872
568000.517,4470502.224,1.876
567999.723,4470502.423,1.876
567993.905,4470503.026,1.876
567984.549,4470520.548,1.876
567985.291,4470520.404,1.876
567987.243,4470519.954,1.876
567989.814,4470518.922,1.876
567990.632,4470518.566,1.876
567995.659,4470515.416,1.876
567997.975,4470513.83,1.876
568004.013,4470514.823,1.876
568006.942,4470512.663,1.876
568007.829,4470512.149,1.876
568008.302,4470511.887,1.876
568008.816,4470511.545,1.876
568005.561,4470499.701,1.876
567994.805,4470504.079,1.876
567984.235,4470507.834,1.876
567983.55,4470521.286,1.882
568015.93,4470506.166,1.882
568026.411,4470498.454,1.882
567998.335,4470503.932,1.882
567997.893,4470504.161,1.882
567996.402,4470504.946,1.882
567989.156,4470509.665,1.882
567982.712,4470513.265,1.882
568017.906,4470505.033,1.882
567996.252,4470506.047,1.882
567982.871,4470511.064,1.882
567981.821,4470516.562,1.882
567982.585,4470516.287,1.882
568009.198,4470508.391,1.882
568010.375,4470507.753,1.882
568011.475,4470507.316,1.882
568013.571,4470506.557,1.882
568014.066,4470506.418,1.882
568021.402,4470505.601,1.882
568022.2,4470505.158,1.882
568009.228,4470504.531,1.882
568007.695,4470504.872,1.882
567982.467,4470513.515,1.882
567997.36,4470502.673,1.896
567995.157,4470502.795,1.896
567992.333,4470503.498,1.896
567984.183,4470520.614,1.896
567989.06,4470519.177,1.896
567989.425,4470519.052,1.896
567991.034,4470518.331,1.896
567993.816,4470516.584,1.896
567997.497,4470514.102,1.896
567998.983,4470513.331,1.896
568000.458,4470512.454,1.896
568000.945,4470512.11,1.896
568003.155,4470510.425,1.896
568003.576,4470510.136,1.896
568004.76,4470509.302,1.896
567993.675,4470520.152,1.896
567994.771,4470519.674,1.896
568002.865,4470515.55,1.896
568006.072,4470513.265,1.896
567993.616,4470504.606,1.896
567991.367,4470505.575,1.896
567985.188,4470507.434,1.896
567984.733,4470520.663,1.902
567989.434,4470517.754,1.902
568003.276,4470507.273,1.902
568012.701,4470497.067,1.902
568012.031,4470497.341,1.902
567998.78,4470503.696,1.902
567982.206,4470522.716,1.902
567982.786,4470522.572,1.902
567983.984,4470522.173,1.902
567999.91,4470514.979,1.902
568015.254,4470506.601,1.902
568015.526,4470499.129,1.902
567984.468,4470510.425,1.902
567984.05,4470515.771,1.902
568008.533,4470508.79,1.902
568009.805,4470508.051,1.902
568012.023,4470507.116,1.902
568008.47,4470504.698,1.902
568005.469,4470505.382,1.902
568004.762,4470505.528,1.902
567993.601,4470507.964,1.902
567984.823,4470512.054,1.902
567983.645,4470512.759,1.902
567985.666,4470520.334,1.906
567986.44,4470520.177,1.906
567990.211,4470518.767,1.906
567993.389,4470516.798,1.906
567996.117,4470515.063,1.906
567999.489,4470513.063,1.906
567999.974,4470512.774,1.906
568002.73,4470510.732,1.906
568003.983,4470509.854,1.906
567991.023,4470521.205,1.906
567995.293,4470519.395,1.906
567997.709,4470518.331,1.906
567998.741,4470517.842,1.906
568005.106,4470514.016,1.906
568005.593,4470513.63,1.906
568006.538,4470512.932,1.906
567986.845,4470506.875,1.906
567995.051,4470525.594,1.91
567982.969,4470521.589,1.912
567998.111,4470511.148,1.912
568005.009,4470501.039,1.912
568002.552,4470501.998,1.912
567992.677,4470507.395,1.912
567985.136,4470511.977,1.912
567984.499,4470512.314,1.912
567983.372,4470522.4,1.912
567986.34,4470520.856,1.912
567987.263,4470520.219,1.912
567989.472,4470518.851,1.912
568011.814,4470508.788,1.912
568012.998,4470508.021,1.912
568013.58,4470507.65,1.912
568015.79,4470506.293,1.912
568012.028,4470500.078,1.912
567995.39,4470506.322,1.912
567985.275,4470510.075,1.912
567983.666,4470510.763,1.912
567986.124,4470515.348,1.912
568013.077,4470506.723,1.912
568019.716,4470506.396,1.912
568006.956,4470505.045,1.912
568004.086,4470505.663,1.912
568000.649,4470506.221,1.912
567993.031,4470508.169,1.912
567995.863,4470502.74,1.926
567992.207,4470517.482,1.926
567994.267,4470516.338,1.926
567994.728,4470516.068,1.926
568002.309,4470511.052,1.926
568004.372,4470509.574,1.926
567992.079,4470520.754,1.926
567993.136,4470520.361,1.926
567994.222,4470519.934,1.926
567995.779,4470519.132,1.926
567999.228,4470517.545,1.926
568002.315,4470515.849,1.926
567986.282,4470507.06,1.926
567982.4,4470521.877,1.932
567984.145,4470520.977,1.932
567992.762,4470515.332,1.932
567999.814,4470509.841,1.932
568002.851,4470507.579,1.932
568003.699,4470506.97,1.932
568008.03,4470505.556,1.932
568016.424,4470505.992,1.932
568001.95,4470502.236,1.932
567996.913,4470504.661,1.932
567995.909,4470505.258,1.932
567995.009,4470505.88,1.932
567994.58,4470506.189,1.932
567993.707,4470506.796,1.932
567993.224,4470507.093,1.932
567990.807,4470508.473,1.932
567988.667,4470510.012,1.932
567985.756,4470511.627,1.932
567983.915,4470512.645,1.932
567984.595,4470521.898,1.932
567986.829,4470520.507,1.932
567999.333,4470515.171,1.932
568010.053,4470509.865,1.932
568012.897,4470499.821,1.932
568011.156,4470500.357,1.932
567992.857,4470507.228,1.932
567992.049,4470507.53,1.932
567986.125,4470509.732,1.932
567983.33,4470516.021,1.932
568016.236,4470506.369,1.932
567998.443,4470506.686,1.932
567996.233,4470507.205,1.932
567989.34,4470509.612,1.932
567986.609,4470510.996,1.932
567991.429,4470518.047,1.936
567992.977,4470517.011,1.936
567992.613,4470520.55,1.936
567996.243,4470518.901,1.936
567996.717,4470518.698,1.936
568000.238,4470516.912,1.936
568001.771,4470516.109,1.936
568007.419,4470512.374,1.936
567996.401,4470524.075,1.94
567988.844,4470518.174,1.942
567994.879,4470513.683,1.942
567997.253,4470511.84,1.942
567998.528,4470510.812,1.942
568000.26,4470509.514,1.942
568000.697,4470509.177,1.942
568001.567,4470508.512,1.942
568004.937,4470506.108,1.942
568007.469,4470505.679,1.942
568016.89,4470505.765,1.942
568025.117,4470499.161,1.942
568001.355,4470502.476,1.942
567994.151,4470506.498,1.942
567991.435,4470508.086,1.942
567987.028,4470510.962,1.942
567989.938,4470518.423,1.942
567991.62,4470516.852,1.942
567992.014,4470516.638,1.942
568010.633,4470509.512,1.942
568011.222,4470509.158,1.942
568014.164,4470507.283,1.942
568002.278,4470503.596,1.942
567987.862,4470509.057,1.942
567986.883,4470515.295,1.942
568003.942,4470511.01,1.942
568006.195,4470505.212,1.942
568003.409,4470505.775,1.942
568002.752,4470505.885,1.942
567999.914,4470506.367,1.942
567999.177,4470506.521,1.942
567996.947,4470507.025,1.942
567991.894,4470508.587,1.942
567991.294,4470508.806,1.942
567985.982,4470511.348,1.942
567985.394,4470511.699,1.942
567984.237,4470512.408,1.942
567988.729,4470519.308,1.956
567991.821,4470517.759,1.956
567992.585,4470517.239,1.956
567991.564,4470520.963,1.956
567997.196,4470518.525,1.956
567999.732,4470517.222,1.956
568001.248,4470516.369,1.956
568003.434,4470515.202,1.956
568004.566,4470514.435,1.956
567995.395,4470503.833,1.956
567997.686,4470522.36,1.96
567988.261,4470518.604,1.962
567991.107,4470516.541,1.962
567996.805,4470512.198,1.962
568010.026,4470498.255,1.962
568000.774,4470502.715,1.962
567999.222,4470503.463,1.962
567990.22,4470508.87,1.962
567989.673,4470509.281,1.962
567985.211,4470521.577,1.962
567985.794,4470521.221,1.962
567989.003,4470519.221,1.962
567995.605,4470515.773,1.962
568000.479,4470514.789,1.962
568004.489,4470513.188,1.962
568006.994,4470511.886,1.962
568008.276,4470511.073,1.962
568008.876,4470510.665,1.962
568013.794,4470499.575,1.962
568010.335,4470500.665,1.962
567999.966,4470504.552,1.962
567993.676,4470506.926,1.962
567994.859,4470507.556,1.962
567994.215,4470507.751,1.962
567990.667,4470509.043,1.962
567987.95,4470510.277,1.962
567992.24,4470527.899,1.97
567985.321,4470520.353,1.972
567985.905,4470520.032,1.972
567986.484,4470519.713,1.972
567991.658,4470516.15,1.972
567992.209,4470515.745,1.972
567993.308,4470514.911,1.972
567997.685,4470511.493,1.972
567998.945,4470510.49,1.972
567999.376,4470510.162,1.972
568002.006,4470508.188,1.972
568002.434,4470507.884,1.972
568004.12,4470506.672,1.972
568004.527,4470506.357,1.972
568005.421,4470505.959,1.972
567992.068,4470507.725,1.972
567990.392,4470517.964,1.972
568001.464,4470503.899,1.972
567994.513,4470506.619,1.972
567985.422,4470515.426,1.972
568014.932,4470506.272,1.972
568001.364,4470506.096,1.972
567995.543,4470507.378,1.972
567990.01,4470509.307,1.972
568000.733,4470516.633,1.986
567987.671,4470519.008,1.992
567989.995,4470517.348,1.992
567990.559,4470516.937,1.992
567996.349,4470512.558,1.992
568001.136,4470508.828,1.992
567988.164,4470510.33,1.992
567990.817,4470517.526,1.992
568005.098,4470512.88,1.992
568005.715,4470512.57,1.992
568009.465,4470510.247,1.992
568000.718,4470504.221,1.992
567990.432,4470508.113,1.992
568002.069,4470505.988,1.992
567992.466,4470508.381,1.992
567988.64,4470509.936,1.992
567987.079,4470519.385,2.002
567993.836,4470514.489,2.002
567994.36,4470514.08,2.002
567995.381,4470513.29,2.002
567995.867,4470512.917,2.002
568006.915,4470505.759,2.002
567987.696,4470519.946,2.002
568006.348,4470512.245,2.002
567991.242,4470507.839,2.002
567993.254,4470516.25,2.022
567994.671,4470515.95,2.022
568003.296,4470513.771,2.022
568007.626,4470511.506,2.022
568003.104,4470503.313,2.022
567991.22,4470517.148,2.032
568001.016,4470514.606,2.032
568001.571,4470514.413,2.032
568002.712,4470514.013,2.032
568003.892,4470513.482,2.032
567999.261,4470504.884,2.032
567986.975,4470509.399,2.032
568000.214,4470502.967,2.052
567999.711,4470503.218,2.052
567992.403,4470516.482,2.052
567996.054,4470515.727,2.052
567992.819,4470516.356,2.062
567993.714,4470516.147,2.062
567996.547,4470515.686,2.062
567998.75,4470515.365,2.062
568006.311,4470502.166,2.082
567987.67,4470515.274,2.082
568031.41,4470496.384,2.092
568003.259,4470511.166,2.152
568015.781,4470506.33,2.202
568011.957,4470503.843,2.212
568001.923,4470511.522,2.232
568013.101,4470503.396,2.262
568012.526,4470503.643,2.262
568043.598,4470422.989,0.88
567944.283,4470393.761,0.885
568042.347,4470415.676,0.89
568043.312,4470423.732,0.89
567943.666,4470393.104,0.905
568014.679,4470376.897,0.905
568040.483,4470415.798,0.91
568041.442,4470415.522,0.91
568015.648,4470380.225,0.915
567944.808,4470392.172,0.915
567943.83,4470393.559,0.915
568014.78,4470376.987,0.915
568041.01,4470415.626,0.92
568015.429,4470380.322,0.935
568016.57,4470380.088,0.935
567944.019,4470392.657,0.935
568013.235,4470374.839,0.935
568014.469,4470377.013,0.935
568014.73,4470377.086,0.935
568039.179,4470416.295,0.94
568042.887,4470424.497,0.94
568016.347,4470380.184,0.945
568016.581,4470380.055,0.945
568016.462,4470380.162,0.945
567945.119,4470392.093,0.945
567944.166,4470392.517,0.945
567944.016,4470392.727,0.945
567943.654,4470393.313,0.945
568014.775,4470376.902,0.945
567943.85,4470392.888,0.965
568013.156,4470374.938,0.965
568039.867,4470416.032,0.97
567944.487,4470392.323,0.975
568014.125,4470377.505,0.975
568012.891,4470375.109,0.995
568013.105,4470374.825,0.995
568012.84,4470374.91,0.995
567946.674,4470394.333,0.995
568014.609,4470377.196,0.995
567945.567,4470391.034,0.995
567945.54,4470391.967,1.005
568012.5,4470375.059,1.005
568014.127,4470377.263,1.005
568014.414,4470377.346,1.005
568013.515,4470377.84,1.005
567946.068,4470391.823,1.025
567946.907,4470394.225,1.025
567945.077,4470395.011,1.025
568013.134,4470378,1.025
568014.161,4470380.8,1.035
568013.794,4470380.024,1.035
567945.912,4470395.081,1.035
567946.498,4470395.093,1.035
568013.839,4470377.676,1.035
568015.16,4470380.149,1.055
567945.012,4470393.925,1.055
567945.859,4470394.115,1.055
568011.486,4470375.933,1.055
568011.829,4470375.608,1.055
568010.778,4470375.532,1.055
567945.391,4470395.083,1.055
567947.144,4470395.128,1.055
568013.616,4470377.57,1.055
568013.586,4470381.02,1.065
568014.663,4470380.653,1.065
568015.099,4470380.481,1.065
568016.087,4470380.412,1.065
568012.148,4470375.426,1.065
567945.945,4470394.496,1.065
568013.031,4470377.849,1.065
568012.702,4470378.144,1.065
568012.525,4470375.293,1.085
568012.173,4470375.256,1.085
568011.517,4470375.575,1.085
568011.149,4470375.569,1.085
567945.562,4470394.556,1.085
568012.179,4470378.305,1.085
568015.908,4470380.366,1.095
568015.598,4470380.263,1.095
567946.544,4470391.731,1.095
567949.21,4470394.16,1.095
568011.852,4470375.456,1.095
567947.065,4470394.184,1.095
567945.19,4470394.676,1.095
567947.835,4470395.209,1.095
568011.574,4470378.447,1.095
568014.504,4470380.071,1.115
567947.524,4470394.039,1.115
567944.983,4470394.854,1.115
568012.428,4470378.041,1.115
568012.523,4470381.35,1.125
568013.047,4470381.217,1.125
568012.974,4470380.011,1.125
567948.038,4470394.241,1.125
567946.31,4470394.44,1.125
567948.572,4470395.269,1.125
568010.404,4470375.466,1.145
567948.213,4470390.45,1.145
567946.252,4470390.912,1.145
568010.412,4470379.02,1.155
568010.333,4470376.679,1.175
568011.027,4470376.35,1.175
568011.915,4470378.197,1.175
567946.969,4470391.684,1.185
568010.017,4470375.41,1.185
567947.995,4470393.937,1.185
568011.434,4470378.393,1.185
567946.878,4470390.817,1.185
568010.37,4470381.821,1.205
568012.139,4470379.967,1.205
568009.562,4470376.968,1.205
567949.065,4470393.777,1.205
567949.374,4470395.263,1.205
567950.21,4470395.223,1.205
568010.96,4470378.68,1.205
568010.033,4470378.797,1.205
567948.448,4470390.306,1.205
567947.985,4470390.589,1.205
567947.385,4470390.782,1.205
567952.64,4470394.377,1.215
567949.432,4470390.586,1.215
567948.915,4470390.98,1.215
567959.261,4470393.75,1.215
568009.579,4470375.397,1.215
568007.742,4470375.421,1.215
568010.849,4470378.604,1.215
567948.687,4470390.186,1.215
568010.808,4470381.689,1.235
568012.112,4470381.402,1.235
567949.647,4470390.347,1.235
567949.204,4470390.805,1.235
567951.546,4470394.101,1.235
567954.918,4470393.822,1.235
568009.138,4470375.419,1.235
567952.106,4470394.992,1.235
567953.125,4470394.785,1.235
567958.096,4470394.149,1.235
567948.924,4470390.061,1.235
567947.727,4470390.695,1.235
568011.252,4470381.561,1.245
568011.678,4470381.463,1.245
568011.291,4470379.932,1.245
568010.437,4470379.899,1.245
567950.401,4470389.959,1.245
567948.547,4470391.153,1.245
567950.399,4470394.134,1.245
567952.712,4470393.992,1.245
567952.652,4470392.975,1.245
567949.62,4470393.721,1.245
568009.753,4470379.367,1.245
568008.184,4470378.999,1.245
567949.526,4470389.793,1.245
567950.816,4470395.506,1.265
567951.3,4470395.312,1.265
567947.358,4470391.602,1.265
567958.186,4470393.769,1.265
568008.815,4470377.179,1.265
568008.692,4470375.426,1.265
567956.068,4470392.453,1.265
567950.526,4470393.558,1.265
567959.103,4470394.068,1.265
567956.403,4470386.999,1.265
567951.574,4470395.111,1.275
568009.518,4470382.081,1.275
568009.937,4470381.966,1.275
567950.901,4470389.8,1.275
567948.152,4470391.312,1.275
567947.772,4470391.474,1.275
567953.834,4470393.878,1.275
567957.072,4470393.767,1.275
568007.663,4470377.402,1.275
568008.213,4470375.419,1.275
567954.079,4470392.811,1.275
567950.932,4470393.405,1.275
567950.096,4470393.66,1.275
567951.131,4470395.147,1.275
567954.115,4470394.541,1.275
567957.062,4470386.871,1.275
567955.513,4470387.204,1.275
567952.079,4470388.711,1.275
567951.657,4470388.938,1.275
567951.403,4470389.043,1.275
567951.135,4470389.15,1.275
567950.842,4470389.267,1.275
567950.545,4470389.38,1.275
567950.227,4470389.499,1.275
567949.893,4470389.649,1.275
567951.842,4470394.893,1.295
567952.154,4470394.673,1.295
567955.354,4470393.052,1.295
567960.765,4470387.563,1.295
567960.423,4470387.669,1.295
567956,4470393.785,1.295
567964.68,4470394.108,1.295
567961.905,4470390.026,1.295
567951.41,4470393.236,1.295
567956.052,4470394.234,1.295
567955.802,4470387.109,1.295
567952.539,4470388.507,1.295
567951.871,4470388.825,1.295
567949.204,4470389.933,1.295
568008.24,4470382.213,1.305
568008.657,4470382.2,1.305
568008.701,4470379.777,1.305
567957.214,4470388.482,1.305
567949.964,4470390.134,1.305
567965.583,4470394.185,1.305
567966.472,4470394.242,1.305
567960.871,4470390.385,1.305
567957.762,4470391.677,1.305
567956.683,4470392.203,1.305
567955.409,4470392.628,1.305
568009.124,4470378.915,1.305
567961.394,4470385.652,1.305
567957.768,4470386.714,1.305
567956.099,4470387.05,1.305
567954.938,4470387.458,1.305
567954.092,4470387.821,1.305
567952.306,4470388.601,1.305
567953.196,4470394.044,1.325
567956.144,4470392.752,1.325
568009.562,4470379.847,1.325
567963.735,4470386.349,1.325
567956.215,4470388.78,1.325
567953.004,4470389.454,1.325
567951.572,4470389.665,1.325
567960.249,4470393.738,1.325
567962.046,4470393.881,1.325
567953.384,4470392.88,1.325
567948.502,4470393.844,1.325
567962.785,4470393.831,1.325
567963.763,4470393.71,1.325
567962.592,4470385.313,1.325
567958.953,4470386.28,1.325
567956.719,4470386.931,1.325
567955.286,4470387.305,1.325
567955.083,4470387.391,1.325
567954.782,4470387.549,1.325
567954.429,4470387.663,1.325
567952.783,4470388.424,1.325
567953.868,4470393.72,1.335
567957.688,4470392.185,1.335
567966.965,4470385.857,1.335
567959.976,4470387.795,1.335
567958.601,4470388.159,1.335
567958.178,4470388.265,1.335
567953.693,4470389.36,1.335
567967.379,4470394.153,1.335
567963.509,4470389.655,1.335
567960.045,4470390.735,1.335
567959.645,4470390.905,1.335
567959.221,4470391.075,1.335
